"","Gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"683","Eva1b",8.15584105942379e-232,-0.449516160452691,0.124,0.454,1.8004834722784e-227
"684","Ppp2r2a",1.19672558155266e-231,0.357997909404301,0.534,0.628,2.64189139383566e-227
"685","Rab7b",1.23598137408281e-231,-0.425007844734016,0.123,0.452,2.72855248142521e-227
"686","Tacc1",1.7504971884701e-231,0.556520743141087,0.52,0.497,3.8643975932666e-227
"687","Sav1",2.01181322708251e-231,0.51730366184446,0.42,0.394,4.44127888010734e-227
"688","Bambi",2.18424151634682e-231,1.3448209903258,0.605,0.398,4.82193157148724e-227
"689","Krtcap2",4.09435035330658e-231,-0.523734001389577,0.55,0.907,9.0386878399596e-227
"690","Irs2",5.15069107913465e-231,0.945514031677137,0.526,0.301,1.13706656262977e-226
"691","Utrn",6.78395532770773e-231,-0.250616593361055,0.279,0.607,1.49762597814476e-226
"692","Huwe1",1.00556931835669e-230,0.434691415556871,0.597,0.698,2.21989482720424e-226
"693","Klhl21",1.36502847726726e-230,-0.456217274854454,0.272,0.647,3.01343686641521e-226
"694","Kcnma1",1.44059293410349e-230,-0.2713136753981,0.01,0.211,3.18025296132687e-226
"695","Cisd2",1.48836620199026e-230,0.315321624754127,0.585,0.718,3.2857172275137e-226
"696","4930453N24Rik",1.69594559570798e-230,0.26777718711673,0.372,0.464,3.74396949708493e-226
"697","Impdh2",7.28131920250175e-230,0.661982753634388,0.626,0.649,1.60742402714429e-225
"698","Skp1a",8.75638414629123e-230,0.486695592391695,0.731,0.846,1.93305936413525e-225
"699","Olfml2a",1.46371605909986e-229,0.855554338312438,0.413,0.193,3.23129957206884e-225
"700","Mpdz",1.5329591264814e-229,-0.274225563079178,0.204,0.52,3.38416056762034e-225
"701","Mapkapk2",3.12935533281944e-229,0.293838790570891,0.435,0.556,6.9083648327322e-225
"702","Psmb4",4.54683969021831e-229,0.435337379279821,0.784,0.868,1.0037603300126e-224
"703","Hilpda",5.13997610985919e-229,1.49764299809036,0.509,0.358,1.13470112601252e-224
"704","Taf7",6.45087024954316e-229,0.407972319509665,0.491,0.559,1.42409411628915e-224
"705","Ednra",7.11457848535838e-229,1.0870873753935,0.457,0.251,1.57061434642772e-224
"706","Pttg1ip",9.14227047189228e-229,0.730921311110556,0.854,0.889,2.01824762937494e-224
"707","Dst",1.10156672237251e-228,0.817845013061072,0.553,0.462,2.43181869630956e-224
"708","Gstm5",2.20869542361318e-228,-0.264306690129566,0.381,0.724,4.87591601716845e-224
"709","Dab2",3.1413992390194e-228,-0.39966833465555,0.428,0.796,6.93495296005923e-224
"710","Grb2",3.47674549732888e-228,0.503223495856632,0.578,0.63,7.67526335990324e-224
"711","Txn1",5.8567200262556e-228,1.08816395552554,0.943,0.937,1.29292951299619e-223
"712","Zfhx3",5.8593513978878e-228,-0.401330451898825,0.282,0.647,1.29351041459771e-223
"713","Piezo1",8.66368549399605e-228,-0.50106069914595,0.333,0.719,1.91259520965457e-223
"714","Gtf2b",1.20789584746602e-227,0.511087548037369,0.436,0.447,2.66655087286598e-223
"715","Foxc1",1.6770515162305e-227,0.797169762101693,0.653,0.556,3.70225892723046e-223
"716","Selenot",2.37237231449931e-227,0.351803945387269,0.436,0.504,5.23724912148868e-223
"717","Arl6ip5",2.51413665944302e-227,-0.576661100928034,0.595,0.93,5.55020808938641e-223
"718","Rab4b",2.60896533494855e-227,-0.26123717691278,0.124,0.409,5.75955187343242e-223
"719","Blvrb",2.79664811002994e-227,0.429441736008722,0.464,0.499,6.17388036770209e-223
"720","Ndfip2",4.67157322012773e-227,0.278330589662795,0.483,0.617,1.0312965040754e-222
"721","Ube2v2",4.87464722079434e-227,0.269405665241899,0.407,0.538,1.07612712046256e-222
"722","Zfp469",8.10600564747555e-227,-0.395028756234025,0.06,0.346,1.7894818067367e-222
"723","Mzt2",8.1560833005408e-227,1.17644319334832,0.573,0.449,1.80053694942739e-222
"724","H2afy",3.9676210234145e-226,0.251261898592642,0.455,0.579,8.75892017128986e-222
"725","Ube2d2a",4.54853141728001e-226,0.329104671550087,0.669,0.795,1.00413379567873e-221
"726","Smpdl3a",4.76904987532078e-226,-0.266323437264222,0.403,0.744,1.05281545047581e-221
"727","Pbx1",5.05852735254555e-226,0.25030380200651,0.549,0.721,1.11672049834796e-221
"728","Spcs2",8.29168331455912e-226,-0.273533291688103,0.458,0.802,1.83047200852207e-221
"729","Capn2",1.08534165283453e-225,-0.36029344586573,0.394,0.755,2.39600023279751e-221
"730","Tcea3",1.62920493937439e-225,-0.40776966511519,0.104,0.422,3.59663282416291e-221
"731","Cpe",1.63843412163612e-225,0.92925896891207,0.407,0.148,3.61700716692389e-221
"732","Trafd1",1.77525512258413e-225,0.742677140518257,0.408,0.23,3.91905320861673e-221
"733","Slc39a1",2.35595923478339e-225,0.286572642238114,0.482,0.59,5.20101560670781e-221
"734","Axl",3.98180564840032e-225,-0.257630459114334,0.364,0.698,8.79023414940854e-221
"735","Pdha1",4.10398823109735e-225,0.340067176095909,0.427,0.542,9.05996441897051e-221
"736","Ripk1",4.63551307696785e-225,0.656778681570711,0.571,0.549,1.02333586687142e-220
"737","Copa",5.51755314224787e-225,-0.353272428332369,0.424,0.787,1.21805503168264e-220
"738","Foxp2",7.64371568586634e-225,-0.279287444270565,0.329,0.667,1.68742667481185e-220
"739","Ntrk2",1.07760855630518e-224,-0.371173629772125,0.126,0.431,2.37892864889932e-220
"740","Rps6ka3",1.28874074179817e-224,0.671600939818938,0.588,0.563,2.84502406159364e-220
"741","Uxs1",1.60530863546553e-224,-0.251029525399855,0.128,0.411,3.5438793436537e-220
"742","Tmbim6",1.68381837259201e-224,0.469304466501834,0.748,0.826,3.71719743933413e-220
"743","Fgfr2",1.71964193901969e-224,0.404078359761757,0.389,0.547,3.79628154457986e-220
"744","Malsu1",2.01678984143194e-224,0.396371689550257,0.385,0.405,4.45226525394514e-220
"745","Tm2d2",4.23934556377704e-224,0.616027575025497,0.693,0.783,9.3587792665942e-220
"746","Fam162a",5.10383181839265e-224,0.342764438585095,0.467,0.615,1.12672191222836e-219
"747","Tifa",7.95270245126897e-224,1.22658178463841,0.318,0.042,1.75563859314214e-219
"748","Csnk1d",1.86060672288351e-223,0.296339538235268,0.44,0.554,4.10747540143764e-219
"749","Btg3",2.39095417509583e-223,0.590042995713343,0.678,0.748,5.27827043694155e-219
"750","Smpd1",3.05968536628238e-223,-0.286884691583771,0.093,0.379,6.75456141460498e-219
"751","Usp25",3.06574027008617e-223,0.72269943510512,0.451,0.342,6.76792822024224e-219
"752","Nop53",5.34299268257901e-223,0.391620855343723,0.435,0.494,1.17951906460614e-218
"753","Naglu",9.57730433110347e-223,-0.314753120365588,0.066,0.343,2.1142857041344e-218
"754","Ptpn13",1.1373468415189e-222,-0.27108204480596,0.175,0.481,2.51080688733711e-218
"755","Fermt2",2.11311249446799e-222,0.791006619049037,0.849,0.871,4.66490714278754e-218
"756","Mtch1",2.69327020855583e-222,-0.520907982857547,0.597,0.929,5.94566331240786e-218
"757","Ifnar2",2.73653784975921e-222,0.424536641557077,0.601,0.67,6.04118095712844e-218
"758","Calcrl",3.10754676109682e-222,0.874413975456052,0.368,0.11,6.86022022979733e-218
"759","Ergic1",4.74990241635194e-222,-0.250687142389182,0.161,0.456,1.04858845743385e-217
"760","Fgf2",5.11077589994908e-222,-0.491810950078743,0.281,0.653,1.12825488767276e-217
"761","Ebpl",5.2925133207758e-222,-0.261262309732089,0.101,0.381,1.16837524069447e-217
"762","Uqcrfs1",5.82685868730722e-222,0.265016050594,0.4,0.496,1.28633732380994e-217
"763","Ext1",5.87477870446711e-222,-0.416006302222341,0.364,0.734,1.29691614679816e-217
"764","Suco",6.99210091681137e-222,0.603598077148737,0.643,0.704,1.54357619839528e-217
"765","Htra2",1.86063757197439e-221,-0.254258342727348,0.061,0.318,4.10754350389067e-217
"766","Mrpl48",2.49236704731609e-221,0.269232447776301,0.388,0.504,5.50214949365499e-217
"767","Mkx",2.61146833723414e-221,-0.375492547885222,0.081,0.375,5.76507750127808e-217
"768","Snx7",5.41897198098924e-221,-0.261904658952751,0.111,0.393,1.19629225452318e-216
"769","Nfib",7.07469886494056e-221,-0.463292822016229,0.506,0.868,1.56181052142428e-216
"770","Rbms1",7.30527024826706e-221,0.5757974513109,0.769,0.815,1.61271146000743e-216
"771","Hipk3",7.63406340681057e-221,0.322007871620724,0.532,0.644,1.6852958376875e-216
"772","Irgm2",9.19259257278573e-221,0.843668689316839,0.343,0.068,2.02935673636818e-216
"773","Nsg1",1.05445052568658e-220,0.704952620829133,0.393,0.236,2.32780498050568e-216
"774","Sh3pxd2b",1.45142324138102e-220,0.734918047497887,0.432,0.275,3.20416194767274e-216
"775","Rora",1.46200606842449e-220,0.722927693536113,0.731,0.765,3.22752459665389e-216
"776","Cask",1.50029428901343e-220,0.312345612413801,0.412,0.507,3.31204967242604e-216
"777","Srrm1",1.64724456896428e-220,0.260666325091513,0.572,0.732,3.63645711044555e-216
"778","Gbp2b",1.68776314462991e-220,1.36008277465185,0.336,0.057,3.725905918085e-216
"779","BC005537",1.76973768841334e-220,0.256587738030752,0.533,0.683,3.90687292094129e-216
"780","Nt5c3b",1.8384592389512e-220,-0.291185255591427,0.102,0.382,4.05858261590867e-216
"781","Mmp14",3.21400050394518e-220,0.55393158809387,0.527,0.522,7.09522751250939e-216
"782","Itpkc",3.40597343876769e-220,-0.342068647499622,0.085,0.373,7.51902696342354e-216
"783","Yap1",3.97666927815848e-220,0.44914377418548,0.519,0.574,8.77889509846265e-216
"784","Gng12",4.18656702315432e-220,0.523887836447413,0.53,0.564,9.24226536031547e-216
"785","Cfl2",7.54972593204873e-220,0.391901728102562,0.424,0.474,1.66667749675908e-215
"786","Ccdc90b",1.03103212775041e-219,-0.277704098433603,0.139,0.435,2.27610652522181e-215
"787","Arnt",1.03165595066582e-219,0.599855706872832,0.418,0.304,2.27748367668986e-215
"788","Kctd10",1.59848878069452e-219,0.342703488942931,0.398,0.461,3.52882383226122e-215
"789","Lamp2",1.72669361861915e-219,0.524020780418392,0.866,0.922,3.81184883246363e-215
"790","Map2k1",1.9020953359501e-219,0.364957257197278,0.48,0.565,4.19906566364343e-215
"791","Stk19",2.34866525446137e-219,0.655522309915443,0.482,0.448,5.18491341574892e-215
"792","Ddx58",2.50645444476895e-219,0.770949877730261,0.399,0.195,5.53324883227192e-215
"793","Btaf1",2.65440548539207e-219,0.412107480144943,0.429,0.499,5.85986554955153e-215
"794","Dctn3",3.85614772368297e-219,-0.274785896731814,0.208,0.523,8.51283171480252e-215
"795","Fmo1",5.54727950525168e-219,0.332855246348452,0.476,0.699,1.22461742357936e-214
"796","Fam114a2",5.78667102290965e-219,-0.255542877171116,0.133,0.42,1.27746549501753e-214
"797","Hnrnph2",7.64072334678343e-219,0.282578560720299,0.421,0.521,1.68676608603591e-214
"798","Ube2n",9.85608221677191e-219,0.253600159623864,0.608,0.745,2.17582871017457e-214
"799","Pole4",1.30075487359158e-218,0.354534265414696,0.484,0.585,2.87154645894078e-214
"800","Yaf2",1.74987204537954e-218,0.397394699160977,0.551,0.653,3.86301752737987e-214
"801","Slk",2.4917725181239e-218,0.265942113983893,0.483,0.634,5.50083701101032e-214
"802","Dlgap4",2.49214769505041e-218,-0.413757555806734,0.351,0.719,5.50166525159329e-214
"803","Npc1",2.50792410628519e-218,-0.32380065114221,0.127,0.428,5.53649325703518e-214
"804","Tns1",4.88524975179461e-218,-0.351695343778868,0.303,0.655,1.07846773520618e-213
"805","Serinc1",5.12981388484956e-218,-0.258378955649831,0.515,0.848,1.13245771321939e-213
"806","Pi4k2a",7.53468820240987e-218,0.54005272404513,0.507,0.502,1.663357767564e-213
"807","Pros1",8.10918055594316e-218,0.563439517533539,0.501,0.474,1.79018269953001e-213
"808","Klf10",1.91038236304673e-217,-0.500787148112218,0.099,0.408,4.21736010466195e-213
"809","Stat2",1.9502078054369e-217,0.781370313563917,0.385,0.142,4.3052787512825e-213
"810","Cpne8",2.22995731384935e-217,0.767706038262456,0.464,0.257,4.92285376605383e-213
"811","Eif4a3",2.35637965564026e-217,0.288916246465049,0.46,0.555,5.20194372779144e-213
"812","P4hb",3.83617540351644e-217,-0.440849853939797,0.561,0.906,8.46874082080289e-213
"813","Prdx4",4.77932069568559e-217,-0.748724023864842,0.597,0.909,1.05508283677955e-212
"814","Rplp1",4.98413285632938e-217,-0.446662211423825,0.997,1,1.10029716936327e-212
"815","S100a16",6.59001524074682e-217,-0.300778974861924,0.271,0.604,1.45481176454727e-212
"816","Pura",7.00605723602797e-217,0.347507881664259,0.659,0.783,1.54665719542553e-212
"817","Baz2b",7.77937946897302e-217,0.848829771415757,0.443,0.316,1.71737581157048e-212
"818","Copb1",9.26385212728599e-217,-0.270950152719949,0.481,0.817,2.04508799561965e-212
"819","Nck1",1.50846743441068e-216,0.630432523313321,0.404,0.36,3.33009270820502e-212
"820","Ppfibp1",1.78738181120718e-216,-0.347703527866152,0.339,0.693,3.94582408642096e-212
"821","Crip2",1.79896908491954e-216,-0.482135440956676,0.256,0.618,3.97140415186838e-212
"822","Lrrc58",1.81345569429634e-216,0.523941873689972,0.722,0.835,4.0033847907286e-212
"823","Tmed10",1.93698119807393e-216,-0.539620696635474,0.714,0.968,4.27607969286801e-212
"824","Cdc42bpa",2.22783284633606e-216,-0.32662482253288,0.33,0.676,4.9181637915715e-212
"825","Nfia",2.87041398674501e-216,0.524113259034038,0.682,0.724,6.33672591713828e-212
"826","Exosc3",3.325871382236e-216,0.26897826586793,0.361,0.443,7.3421936634242e-212
"827","R3hdm2",3.36869811766347e-216,0.265693024646931,0.408,0.533,7.43673796455388e-212
"828","Gm17501",3.78314192664968e-216,-0.355755966028092,0.026,0.262,8.35166411727184e-212
"829","Gns",4.1645391639877e-216,-0.259173174194914,0.27,0.588,9.19363665841924e-212
"830","Strn3",4.56612607873856e-216,-0.348667600695729,0.44,0.794,1.00801799314232e-211
"831","Il6st",5.63845263699403e-216,0.442923718886424,0.698,0.792,1.2447448041428e-211
"832","Atp5e",6.62948699024741e-216,-0.527384979258689,0.869,0.991,1.46352554796702e-211
"833","Tmem258",9.70091245317451e-216,-0.375504548167972,0.391,0.754,2.14157343316281e-211
"834","Ckap4",1.00743690033165e-215,-0.490853895626328,0.555,0.901,2.22401770117216e-211
"835","Ergic3",1.02114028758048e-215,-0.488455646474104,0.525,0.88,2.25426929886268e-211
"836","Erg",1.07607022143283e-215,-0.295786010010135,0.138,0.438,2.37553262083512e-211
"837","Pten",1.15218564475957e-215,0.341372319529689,0.586,0.711,2.54356502937124e-211
"838","Ndufc1",1.69518706677887e-215,-0.283043000642174,0.521,0.856,3.74229496862104e-211
"839","Cavin3",1.89890939461145e-215,-0.629258707396633,0.567,0.904,4.19203237954423e-211
"840","Zcchc24",1.97647889638192e-215,0.647774532905007,0.425,0.294,4.36327481165273e-211
"841","Arpc5",2.21863931565488e-215,0.279969517329925,0.608,0.753,4.89786815323971e-211
"842","Anxa5",2.30529576281707e-215,-0.587207808053696,0.83,0.981,5.08917092599497e-211
"843","Wipi1",2.38359668186326e-215,-0.260556195042518,0.08,0.341,5.26202803488134e-211
"844","Tmbim1",2.77417615135191e-215,0.335532571455481,0.61,0.748,6.12427127172448e-211
"845","Anp32a",3.2117245817348e-215,0.384546885254307,0.459,0.511,7.09020318663774e-211
"846","Efemp1",4.05583363019528e-215,0.823752064883008,0.423,0.195,8.9536583220191e-211
"847","Sphk1",4.51036045878111e-215,0.675247366204302,0.606,0.563,9.95707174880518e-211
"848","Smc1a",6.93946370172844e-215,0.599651176602225,0.615,0.689,1.53195600679357e-210
"849","Frmd4a",8.960781639647e-215,0.815047751602254,0.482,0.315,1.97818215476847e-210
"850","Mtss1",1.02216872040993e-214,-0.337104308490035,0.057,0.322,2.25653966717696e-210
"851","Naa50",1.23601968777397e-214,-0.265453127739208,0.463,0.797,2.72863706272982e-210
"852","Rbms3",1.54513828220794e-214,0.412614310811223,0.511,0.572,3.41104727180224e-210
"853","Srsf5",1.84689236962644e-214,0.570710114867931,0.764,0.816,4.07719959518732e-210
"854","Sept9",1.97468616239395e-214,-0.369089787304781,0.249,0.592,4.35931717210087e-210
"855","Cd59a",2.46462465908027e-214,-0.323374101680823,0.164,0.473,5.44090539738561e-210
"856","Ifi30",4.02354451038187e-214,-0.401389577139918,0.239,0.588,8.88237686111901e-210
"857","Lama4",4.77450011667102e-214,-0.331280940255275,0.2,0.521,1.05401864575629e-209
"858","Kpna1",6.97841707893413e-214,0.573141040593143,0.504,0.51,1.5405553543455e-209
"859","Cd9",8.91792783338008e-214,-0.632553801303866,0.82,0.985,1.96872174849699e-209
"860","Svbp",1.00507884175272e-213,0.33833715554715,0.534,0.681,2.21881205105331e-209
"861","Atraid",1.13879546754733e-213,-0.303713626131525,0.521,0.858,2.51400487415748e-209
"862","S1pr1",1.46853690435858e-213,0.922972475911094,0.396,0.142,3.241942070062e-209
"863","Tmem42",2.11916661921064e-213,-0.26477985554636,0.058,0.308,4.67827222856942e-209
"864","Atp10a",2.24381286155148e-213,-0.32154094339154,0.076,0.353,4.95344127316105e-209
"865","Zwint",2.47015084677726e-213,0.370645346930741,0.459,0.541,5.45310500934549e-209
"866","Ube2j1",2.57033507114857e-213,0.466698393016861,0.571,0.611,5.67427170306759e-209
"867","Rflna",2.86431397913847e-213,-0.339849981925901,0.024,0.25,6.32325954034608e-209
"868","Rnasek",5.50419014272321e-213,-0.321401389825151,0.516,0.858,1.21510501590758e-208
"869","Camk2n1",6.36739254532165e-213,0.428132821521448,0.471,0.531,1.40566557830521e-208
"870","Dek",1.21339364332871e-212,0.329862140088758,0.58,0.713,2.67868780701246e-208
"871","Ptp4a2",1.43524652569369e-212,0.56102998012365,0.859,0.917,3.16845023012138e-208
"872","Slc16a1",1.88755208628175e-212,0.583119726205319,0.442,0.447,4.16695998567559e-208
"873","Akt2",2.49545857384413e-212,0.384155494202602,0.45,0.505,5.5089743476183e-208
"874","Gnb4",3.19768749830468e-212,0.57703102134982,0.5,0.504,7.05921492125741e-208
"875","Lgalsl",3.76887613883739e-212,0.854183355867679,0.432,0.427,8.32017096409742e-208
"876","Ntn1",3.83570328122418e-212,0.574836563761595,0.449,0.403,8.46769856363049e-208
"877","Sik1",4.70117674527157e-212,0.790700636425771,0.449,0.295,1.03783177828615e-207
"878","Cast",5.85254835220327e-212,0.285155264815388,0.602,0.755,1.2920085742324e-207
"879","Samd5",1.12502027083129e-211,-0.391543532701654,0.056,0.32,2.48359474988715e-207
"880","Rnf10",1.20399030028864e-211,0.254927654939035,0.678,0.82,2.6579289869172e-207
"881","Efhd2",1.20586853299119e-211,-0.654349392937356,0.156,0.501,2.66207537343136e-207
"882","Fem1b",1.82327135278346e-211,0.668146488109615,0.521,0.511,4.02505383840477e-207
"883","Prkx",1.98443091075996e-211,0.509653351070273,0.425,0.404,4.38082967859369e-207
"884","Hspb2",2.69043258854007e-211,-0.286281064130563,0.052,0.307,5.93939898246106e-207
"885","Usp18",2.88278062465338e-211,0.849922393251963,0.281,0.023,6.36402650698479e-207
"886","Nrp1",3.91150617780706e-211,0.884347032229538,0.688,0.587,8.63504103812686e-207
"887","Tnfaip6",5.1319116000115e-211,2.33256321828943,0.422,0.123,1.13292080481854e-206
"888","Hnrnpd",5.99377722461934e-211,0.33449210994129,0.575,0.684,1.32318626010697e-206
"889","Tbc1d8b",8.90589772435904e-211,-0.266040729382612,0.119,0.397,1.9660659816295e-206
"890","Glt8d2",1.32208572306563e-210,-0.28821853792487,0.037,0.278,2.91863644223969e-206
"891","Sbds",1.45582041801341e-210,0.333157408654075,0.566,0.696,3.21386915480641e-206
"892","Hdgf",1.65472007745521e-210,-0.271772184454104,0.416,0.751,3.65296004299011e-206
"893","B230219D22Rik",2.11480196703427e-210,0.25708178619229,0.427,0.545,4.66863682242486e-206
"894","Ppp1r12a",2.31307024500823e-210,0.436029813637588,0.451,0.515,5.10633387288016e-206
"895","Add3",2.61352791046453e-210,0.668278061193833,0.435,0.318,5.7696242151415e-206
"896","Gnaq",2.91143745852752e-210,0.27424577812373,0.444,0.546,6.42728933344536e-206
"897","Nop16",4.26056733022261e-210,-0.272784767524808,0.157,0.451,9.40562843819943e-206
"898","Atxn7l3b",4.69192558206286e-210,0.466416688502607,0.811,0.885,1.0357894914962e-205
"899","S1pr3",6.21886959116972e-210,0.852076683201694,0.308,0.047,1.37287765094663e-205
"900","Kdelr2",7.53009054213584e-210,-0.441524030797961,0.554,0.896,1.66234278808191e-205
"901","Med13l",8.19947363384101e-210,-0.57047490898544,0.409,0.783,1.81011579940674e-205
"902","Tmem176a",1.1425858987973e-209,0.432622301599901,0.759,0.839,2.52237263018491e-205
"903","Crip1",2.30972902003616e-209,-0.800273935674646,0.757,0.968,5.09895778463184e-205
"904","Klhdc8a",3.40596398731204e-209,-0.27052162787194,0.004,0.182,7.51900609839006e-205
"905","Itga2",3.52524588078699e-209,-0.288238938956458,0.015,0.223,7.78233280642536e-205
"906","Pdlim7",3.97179114415515e-209,0.50070537596292,0.448,0.427,8.7681261298369e-205
"907","Atp5d",3.97546887571368e-209,0.396249043729783,0.759,0.867,8.77624509002552e-205
"908","Atp13a3",9.21985742511637e-209,-0.267589951291557,0.35,0.676,2.03537572516869e-204
"909","Il1r1",1.06844370346922e-208,0.910609026809351,0.664,0.562,2.35869631977864e-204
"910","2310009A05Rik",1.62296891079455e-208,-0.305833615265259,0.107,0.394,3.58286616747006e-204
"911","Cyb5a",2.14984946584131e-208,-0.256266381221027,0.458,0.791,4.74600768079127e-204
"912","Slco2a1",2.29164939246401e-208,-0.429256453057804,0.037,0.285,5.05904519880355e-204
"913","Micos10",3.09300500313659e-208,-0.544689347921343,0.618,0.929,6.82811784492435e-204
"914","Gpc6",4.51874124579352e-208,-0.479131297705999,0.519,0.87,9.97557317421378e-204
"915","Rer1",6.87062772294e-208,-0.295390781283339,0.538,0.868,1.51675977611623e-203
"916","Fat4",1.65103740819864e-207,-0.351247639021816,0.286,0.624,3.64483018233931e-203
"917","Aldh2",2.19808733816043e-207,0.353803538244421,0.771,0.873,4.85249760772296e-203
"918","Pfdn2",2.51840111899339e-207,0.35587333147578,0.697,0.803,5.55962231028981e-203
"919","Ctnnbip1",2.68734418120026e-207,-0.309888480503054,0.279,0.608,5.9325810144177e-203
"920","Ywhaq",2.72392170269711e-207,0.51241128286351,0.83,0.886,6.01332955087414e-203
"921","Dynll2",3.88095725014667e-207,0.320951267740028,0.523,0.663,8.5676012254238e-203
"922","Hnrnph3",4.17771749860858e-207,0.296026141475127,0.425,0.508,9.22272914992831e-203
"923","Ogfr",4.41602936067076e-207,0.466135915329569,0.398,0.355,9.74882641661677e-203
"924","H2-T23",4.56111031400942e-207,0.518644651802874,0.523,0.585,1.00691071292072e-202
"925","Tgfb1",4.89584999057188e-207,-0.408257312592901,0.363,0.722,1.08080784391865e-202
"926","Hsp90b1",4.95106641870827e-207,-0.605343565148576,0.844,0.985,1.09299742259404e-202
"927","Fkbp11",6.22332690588789e-207,-0.287649920563284,0.056,0.305,1.37386164774381e-202
"928","Mbnl1",7.39103569414365e-207,-0.597468164815526,0.554,0.891,1.63164503983915e-202
"929","Pdzrn4",8.16751573014261e-207,-0.309968662079311,0.014,0.211,1.80306077258628e-202
"930","Oat",1.53894580262562e-206,0.493503149128961,0.849,0.919,3.39737675387632e-202
"931","Stat1",2.05889477557547e-206,0.944197916045931,0.367,0.132,4.54521610656041e-202
"932","Med13",2.15076995993563e-206,0.44591327562208,0.559,0.659,4.74803976355391e-202
"933","Myo10",2.83722420878826e-206,-0.56413340552365,0.324,0.695,6.26345616332097e-202
"934","Prkcb",3.20139724932847e-206,-0.265923462801486,0.096,0.364,7.06740456761752e-202
"935","D16Ertd472e",4.01309851554983e-206,0.817263022801485,0.403,0.271,8.85931628292781e-202
"936","Isca1",4.23169785772559e-206,0.521014061074045,0.382,0.308,9.34189619071502e-202
"937","Col5a2",6.12721157502019e-206,-0.467012626715658,0.487,0.841,1.35264322730146e-201
"938","Mir100hg",7.29066360748869e-206,-0.54003181219015,0.339,0.709,1.6094868979892e-201
"939","Hspa13",1.54447534673497e-205,0.252906153680405,0.372,0.472,3.40958377545211e-201
"940","Smim27",1.85166887490285e-205,-0.285472191165229,0.138,0.428,4.08774420823553e-201
"941","Caln1",2.08342590034883e-205,-0.300379883885155,0.029,0.261,4.59937101761007e-201
"942","Nrip1",2.15442521458581e-205,0.85516119546366,0.586,0.524,4.75610910371964e-201
"943","Coq10b",2.90059901190846e-205,0.576635797949673,0.782,0.8,6.40336237868911e-201
"944","Ccdc186",3.89174407861132e-205,0.259018622426735,0.385,0.517,8.59141422794236e-201
"945","Hnrnpa2b1",4.1439061895434e-205,0.687478507401705,0.926,0.961,9.14808730403601e-201
"946","1810055G02Rik",4.35999699498033e-205,-0.257337857867212,0.384,0.709,9.62512936611857e-201
"947","Gng11",6.78829420639434e-205,0.845600568677055,0.524,0.602,1.49858382900361e-200
"948","Chp1",8.07886123917382e-205,0.451569076240453,0.361,0.344,1.78348940716001e-200
"949","Cd3eap",1.09465223074247e-204,-0.303699208357447,0.142,0.436,2.41655426458708e-200
"950","Sde2",2.68284805267422e-204,0.32074716100769,0.643,0.746,5.92265536108362e-200
"951","Smchd1",3.71999718517394e-204,0.393805919652357,0.487,0.598,8.21226578598999e-200
"952","Eif4g3",4.24919625909268e-204,0.265151711434794,0.428,0.546,9.38052566157301e-200
"953","Nhp2",4.47485239525068e-204,-0.398373483356931,0.331,0.686,9.87868414775541e-200
"954","Sec61a1",4.91626803513823e-204,-0.273619824899195,0.358,0.687,1.08531533143712e-199
"955","Polk",5.54898465342245e-204,-0.285235483835684,0.029,0.25,1.22499385208954e-199
"956","Myo6",2.58387471430898e-203,0.405842767432559,0.45,0.491,5.70416181930851e-199
"957","Sppl2a",8.89845662501839e-203,0.350184344655643,0.463,0.557,1.96442328453906e-198
"958","Arhgap29",1.36091690482129e-202,-0.610434309366817,0.346,0.716,3.00436015908348e-198
"959","Adora1",1.41353514839385e-202,-0.401841909909856,0.095,0.392,3.12052019359425e-198
"960","Scd1",3.54224211665514e-202,-0.258333025479543,0.194,0.491,7.81985369672789e-198
"961","Thap2",4.95225009436382e-202,0.570454853231306,0.405,0.343,1.09325873083176e-197
"962","Arhgef12",5.84388780765049e-202,0.3178099285332,0.586,0.707,1.29009667241692e-197
"963","G3bp2",8.59691364033552e-202,0.324632147354065,0.362,0.47,1.89785465524047e-197
"964","Adamts9",1.35491905357208e-201,0.894336504897999,0.343,0.149,2.99111930266573e-197
"965","Eloc",1.47272086526557e-201,0.389253994277922,0.685,0.801,3.25117858216026e-197
"966","Rab18",2.20027235425921e-201,0.469180441182789,0.767,0.827,4.85732124926263e-197
"967","Top1",2.33242800097732e-201,0.780551952326763,0.967,0.951,5.14906805495753e-197
"968","Tfpi2",2.79923174671216e-201,2.13028845357496,0.294,0.043,6.17958400404176e-197
"969","Atf6",3.37569835930167e-201,0.328509023778152,0.406,0.477,7.45219169799437e-197
"970","Colec12",3.67306827301968e-201,0.480666853403837,0.75,0.841,8.10866551951824e-197
"971","Rbm18",5.86845367723503e-201,0.329960531435293,0.396,0.466,1.29551983378641e-196
"972","Gna13",6.72271965844273e-201,0.505858240427982,0.576,0.61,1.48410759179782e-196
"973","Eng",8.13283667483064e-201,0.466755201998322,0.47,0.489,1.79540502433561e-196
"974","Dennd5b",8.72387380410908e-201,0.749027502129701,0.419,0.277,1.92588238099512e-196
"975","Prpf38a",9.51070993397391e-201,0.315678674796958,0.339,0.376,2.09958432502408e-196
"976","Pdlim4",9.80121909210303e-201,-0.371831718539249,0.22,0.546,2.16371712677266e-196
