"","Gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"1556","Cd81",2.98844053454501e-109,-0.30769709699129,0.838,0.981,6.59728132406155e-105
"1557","Bhlhe40",5.76095092328564e-109,0.506834000841103,0.781,0.788,1.27178752582454e-104
"1558","Sqle",5.85917886708456e-109,0.467237606884134,0.225,0.14,1.29347232669759e-104
"1559","Mbd1",6.17626730727611e-109,1.23067055092925,0.243,0.175,1.36347277075427e-104
"1560","Eif5",1.68407160001259e-108,0.265870009262386,0.854,0.947,3.7177564641878e-104
"1561","Cltc",2.47519056704007e-108,0.286796685319269,0.826,0.917,5.46423069579765e-104
"1562","Prdx1",4.13273777116781e-108,0.416994542393322,0.927,0.967,9.12343190363005e-104
"1563","Fosb",5.03482896445296e-108,-0.827593316509601,0.659,0.866,1.11148884219264e-103
"1564","Skil",1.33287055459855e-107,0.351050848685132,0.83,0.903,2.94244503633177e-103
"1565","Slc2a1",1.56324437712897e-107,0.542211723428038,0.509,0.505,3.45101828694991e-103
"1566","Rabac1",2.96697048498369e-107,-0.299245162994124,0.827,0.979,6.54988404264999e-103
"1567","Ugdh",3.93175076500378e-107,0.815690820120708,0.899,0.881,8.67973298882234e-103
"1568","Tshz3",7.28757759413323e-107,0.403883444091311,0.197,0.092,1.60880562968085e-102
"1569","Milr1",8.62026095174154e-107,0.401203203003786,0.169,0.059,1.90300880770646e-102
"1570","Rnd3",1.02838244475432e-106,0.336395837133712,0.409,0.514,2.27025708503964e-102
"1571","Fkbp5",1.39555750894262e-106,0.257665727073095,0.239,0.23,3.08083275674172e-102
"1572","Zc3h15",1.41575513965731e-106,0.253002911745369,0.794,0.9,3.12542104630749e-102
"1573","mt-Co1",2.03443003642854e-106,-0.303652598859822,0.997,0.996,4.49120774841966e-102
"1574","Gm13889",4.65590187638194e-106,0.787402047543055,0.37,0.521,1.02783689823008e-101
"1575","Pim1",8.69856973112905e-106,0.504580230515612,0.679,0.677,1.92029625384405e-101
"1576","Cited2",1.87929937240821e-105,0.427679570808503,0.395,0.487,4.14874129452836e-101
"1577","Gbp9",2.4928709492062e-105,0.471287637609077,0.141,0.008,5.50326190746761e-101
"1578","Ccl19",3.03003457371761e-105,0.713097507265103,0.246,0.08,6.68910432493899e-101
"1579","Fosl1",3.10793452325285e-105,-0.392552093467641,0.461,0.724,6.86107625353299e-101
"1580","Ptgs2",3.35112317897243e-105,0.94333671403085,0.806,0.624,7.39793952989954e-101
"1581","Cox4i2",7.82112850413084e-105,0.267110682764904,0.239,0.255,1.72659232857192e-100
"1582","Hspa9",3.49392069115211e-104,0.339315153020797,0.792,0.85,7.71317931778739e-100
"1583","Slc39a10",3.58913966355389e-104,0.288739449757088,0.237,0.246,7.92338472126156e-100
"1584","Ecm1",7.68625146249618e-104,0.575620963134205,0.68,0.649,1.69681687286066e-99
"1585","Bpifb1",8.63880089629756e-104,-0.30789124515341,0.026,0.167,1.90710168586665e-99
"1586","Atp1b2",1.21728770646306e-103,0.328480642669249,0.187,0.125,2.68728434078786e-99
"1587","Klf7",1.90835400407264e-103,0.284270535856414,0.243,0.258,4.21288229939076e-99
"1588","Daxx",5.94126889731693e-103,0.313875202051253,0.179,0.11,1.31159452177169e-98
"1589","Zswim7",1.46899066767293e-102,0.328798302817262,0.17,0.103,3.24294379795475e-98
"1590","Serpine2",6.56595637705374e-102,0.366755623684581,0.975,0.908,1.44950052979838e-97
"1591","Sms",8.30805204118357e-102,0.321302041174652,0.208,0.178,1.83408556861169e-97
"1592","Nfkbiz",8.98806955150542e-102,0.545658725733519,0.275,0.163,1.98420623419034e-97
"1593","Carmn",2.47709551124881e-101,0.520385618141121,0.172,0.044,5.46843605063288e-97
"1594","Tox2",4.45555657815407e-101,0.357783222836408,0.165,0.096,9.83608670193293e-97
"1595","Hmgb2",6.26554220630643e-101,0.429711232961744,0.377,0.366,1.38318109746421e-96
"1596","Sptbn1",6.40639472600309e-101,0.485062181654429,0.925,0.963,1.41427569971244e-96
"1597","Kctd1",7.34919661726248e-101,0.567920822599966,0.229,0.146,1.62240864522686e-96
"1598","Rbm3",8.38942173501729e-101,0.364087653412086,0.904,0.949,1.85204874222242e-96
"1599","Tubb2a",8.84330960102018e-101,-0.331588733237013,0.576,0.817,1.95224902752121e-96
"1600","Irak3",1.81508920710349e-100,0.377302951299515,0.259,0.23,4.00699093360167e-96
"1601","Tnxb",5.01726384339528e-100,0.403044365927444,0.176,0.05,1.10761116606794e-95
"1602","Gm8797",5.44128133913509e-100,0.473911583318342,0.343,0.35,1.20121726842746e-95
"1603","Sowahc",6.18557510192122e-100,0.550946283057997,0.257,0.161,1.36552755950013e-95
"1604","Casp3",7.8111915297405e-100,0.399959558715467,0.191,0.126,1.72439864210551e-95
"1605","Tubb4b",1.07276565930551e-99,0.295957692727234,0.777,0.874,2.36823746948284e-95
"1606","Sp100",1.38146565297722e-99,0.400835612372389,0.13,0.006,3.0497235755125e-95
"1607","Tnnt1",2.46393622084195e-99,0.45009733954417,0.226,0.126,5.43938560113068e-95
"1608","Tiparp",2.72182625482645e-99,0.591181497669483,0.892,0.872,6.00870364015486e-95
"1609","Ssh2",4.15302269981258e-99,0.384124440864489,0.186,0.112,9.16821291210625e-95
"1610","Cox6c",9.64327851075056e-99,0.31271197179322,0.925,0.973,2.12885016403329e-94
"1611","Notch3",1.31514698277142e-98,0.38953467070233,0.228,0.154,2.9033184791662e-94
"1612","Txnrd1",1.37986248572992e-98,0.446517086499423,0.775,0.786,3.04618442349736e-94
"1613","Eif4e",1.57454170934612e-98,0.269124231644245,0.705,0.807,3.4759582775525e-94
"1614","Enpp1",1.8725081156615e-98,0.422787442660328,0.239,0.149,4.13374891613433e-94
"1615","Sf3b1",2.16179090933757e-98,0.285240396216122,0.836,0.912,4.77236961145361e-94
"1616","Gla",2.90262004329778e-98,0.425906216502577,0.212,0.166,6.40782400758419e-94
"1617","Cachd1",3.15862856205236e-98,0.317821825374762,0.247,0.248,6.9729884135868e-94
"1618","Dbp",3.26766728977164e-98,-0.28845276683427,0.132,0.33,7.21370230889988e-94
"1619","Phf8",9.80742050369539e-98,0.271219559282085,0.189,0.164,2.16508615039579e-93
"1620","Rnf180",1.55413016181465e-97,0.497364856352943,0.182,0.065,3.43089774522203e-93
"1621","Gadd45g",1.68628219657296e-97,0.876045447685822,0.691,0.593,3.72263657715448e-93
"1622","Glul",3.53156648131437e-97,0.332872473628886,0.709,0.829,7.7962861641496e-93
"1623","Efnb2",9.495696460124e-97,0.556865472459708,0.215,0.109,2.09626995053697e-92
"1624","Tmem158",1.02344031200894e-96,0.526167303524226,0.245,0.127,2.25934683279094e-92
"1625","Atp8b1",1.16132296804963e-96,0.384775636684568,0.331,0.302,2.56373658426636e-92
"1626","Rasa3",1.49607927806657e-96,0.251445014346317,0.204,0.189,3.30274461425976e-92
"1627","Stn1",1.67296064160113e-96,0.278693865266314,0.2,0.166,3.69322791239866e-92
"1628","Casp4",2.91627964774122e-96,0.500929731013068,0.194,0.053,6.43797895035352e-92
"1629","Gypc",3.14509370979572e-96,0.285140607120951,0.16,0.107,6.94310887374504e-92
"1630","Hspa4",5.43008079350581e-96,-0.495145640189099,0.647,0.869,1.19874463597434e-91
"1631","Ptma",7.84781001686737e-96,0.406548657564899,0.999,0.998,1.73248253932364e-91
"1632","Emp1",1.47615905495039e-95,-0.622637490967385,0.919,0.962,3.25876872970848e-91
"1633","Aox3",1.98271926808287e-95,0.447387942897708,0.252,0.143,4.37705105621974e-91
"1634","Pawr",3.5318318696602e-95,0.253202517615643,0.221,0.22,7.79687203546185e-91
"1635","Dusp1",4.70745700607815e-95,0.752884781925205,0.538,0.464,1.03921820866181e-90
"1636","Cdc42ep4",4.75741730502575e-95,0.374449263258772,0.176,0.095,1.05024744425748e-90
"1637","Eya4",4.76038880313656e-95,0.397892350123552,0.174,0.072,1.05090343218043e-90
"1638","Rspo3",5.07258009941952e-95,0.540434866659753,0.157,0.02,1.11982278274785e-90
"1639","Atp6v0c",5.96357009315572e-95,0.327702538404051,0.914,0.961,1.31651773376506e-90
"1640","Nr4a2",1.00829825465678e-94,0.574109940638093,0.657,0.686,2.22591922698031e-90
"1641","Taf4b",1.06962426419766e-94,0.324483242171229,0.192,0.182,2.36130252564276e-90
"1642","Ccl7",1.53651666203863e-94,1.68694862136162,0.368,0.186,3.39201418311647e-90
"1643","Cep85l",3.03862252585441e-94,0.341075921778501,0.156,0.075,6.7080630880762e-90
"1644","Pim3",3.69716528571063e-94,0.331882170853938,0.259,0.267,8.16186208473479e-90
"1645","Coch",4.74660066894337e-94,0.513890987164068,0.145,0.012,1.04785956367594e-89
"1646","Hmgb1",5.30638009262835e-94,0.343787583646999,0.941,0.975,1.17143646924863e-89
"1647","Trim21",6.95774335492745e-94,0.337578424190984,0.163,0.051,1.53599142303378e-89
"1648","Ube2d3",8.2969462301852e-94,0.282972503662012,0.879,0.932,1.83163384977568e-89
"1649","Cdv3",9.27552688825082e-94,-0.417813017897433,0.76,0.927,2.04766531585025e-89
"1650","Enho",2.8627857790738e-93,0.689412975285327,0.223,0.129,6.31988588588332e-89
"1651","Serbp1",3.78018604331196e-93,0.288664542957883,0.889,0.941,8.34513870921548e-89
"1652","Ppib",7.91909362398242e-93,-0.32922316644918,0.936,0.987,1.74821910843036e-88
"1653","Tuba1c",8.49255904393713e-93,0.489915098380719,0.576,0.607,1.87481733453956e-88
"1654","Six1",9.39973969405268e-93,0.267373816334625,0.208,0.184,2.07508653485907e-88
"1655","Ahr",1.00483060055931e-92,-0.308876344028948,0.153,0.354,2.21826403379473e-88
"1656","Tuba1a",1.34510370744688e-92,0.40288049269147,0.842,0.897,2.96945094455974e-88
"1657","Cdh6",3.44162525096722e-92,0.428767886804046,0.12,0.005,7.59773190403523e-88
"1658","Trmt61b",3.58234362229181e-92,0.348674713464941,0.139,0.154,7.9083817805714e-88
"1659","Pcdh19",5.52466968838416e-92,0.422395323754014,0.176,0.112,1.21962608040769e-87
"1660","Cntfr",5.56814162894429e-92,0.525460370408058,0.313,0.224,1.22922294600574e-87
"1661","Inmt",1.1706355927125e-91,0.483958017497177,0.112,0.001,2.58429513447211e-87
"1662","Fbln7",1.27004744194061e-91,0.341383502802968,0.168,0.079,2.80375673282808e-87
"1663","Dad1",1.35845518627031e-91,0.301441682761267,0.9,0.967,2.99892566921033e-87
"1664","Psmb9",1.54017403365529e-91,0.326224095273098,0.162,0.076,3.40008819669742e-87
"1665","Sema5a",1.93392059865627e-91,0.29444285007361,0.189,0.154,4.26932311359358e-87
"1666","Pnpt1",3.82067314949827e-91,0.294801037225055,0.178,0.108,8.43451804483239e-87
"1667","Pmepa1",9.94365686155249e-91,-0.450947056318415,0.947,0.982,2.19516168875633e-86
"1668","Mtus1",1.20820635303335e-90,0.269811452970516,0.15,0.131,2.66723634495643e-86
"1669","Shisa9",2.00689048797429e-90,0.338671798400885,0.109,0.001,4.43041144125203e-86
"1670","Tcf21",2.12185936728761e-90,0.851691369891183,0.106,0,4.68421673922413e-86
"1671","Rps21",2.31003438435034e-90,-0.258318052270059,0.995,0.998,5.09963190689181e-86
"1672","Rasl11a",3.31319831970913e-90,1.06079077542479,0.279,0.161,7.31421661058988e-86
"1673","Irf8",8.32923356159875e-90,0.413813235004946,0.145,0.021,1.83876160105854e-85
"1674","Gpx3",1.09164813357795e-89,-0.845755322143435,0.122,0.308,2.40992241968669e-85
"1675","Rell1",1.54317861926809e-89,0.277075632609396,0.23,0.235,3.40672111989624e-85
"1676","Rarb",6.69369526349367e-89,0.376508050214588,0.183,0.076,1.47770016636886e-84
"1677","Cysltr1",3.86267173122659e-88,0.584896617766998,0.31,0.182,8.52723411385583e-84
"1678","Jade1",7.4380097706914e-88,0.261120605417593,0.162,0.145,1.64201503697783e-83
"1679","Abca1",1.33506700430041e-87,0.28410596686256,0.382,0.449,2.94729391869358e-83
"1680","Magi1",1.36221687643286e-87,0.292349037429777,0.173,0.087,3.00722997641318e-83
"1681","Crabp2",5.49611871795618e-87,0.32249544118541,0.133,0.243,1.21332316817601e-82
"1682","Nrk",9.54600185389034e-87,0.432685566881376,0.302,0.339,2.10737536926483e-82
"1683","Mrap",1.83006376975195e-86,0.619713423101241,0.112,0.004,4.04004877810441e-82
"1684","Spsb1",2.25805015360646e-86,0.343439349670156,0.641,0.653,4.98487151910162e-82
"1685","Jarid2",2.99929982809868e-86,0.250044227090084,0.145,0.117,6.62125430051064e-82
"1686","F830016B08Rik",3.97068371141789e-86,0.825246578675448,0.131,0.01,8.76568136132613e-82
"1687","Sqstm1",4.46584585862039e-86,-0.500761462592443,0.759,0.921,9.85880131749037e-82
"1688","Olfr56",6.56567945253942e-86,0.309875684271982,0.106,0.002,1.4494393959426e-81
"1689","Thbd",1.2400598994466e-85,0.943463772076163,0.407,0.299,2.73755623401832e-81
"1690","Mndal",1.26223533560991e-85,1.09649197500465,0.174,0.047,2.78651072689244e-81
"1691","Ddx3y",1.42549698624909e-85,0.519138626712375,0.304,0.249,3.1469271468435e-81
"1692","Nedd4",6.50490725107816e-85,-0.302707253323492,0.927,0.993,1.43602332474801e-80
"1693","Unc13b",7.764926310503e-85,0.259421768070482,0.157,0.097,1.71418513230664e-80
"1694","Cdkn1c",1.04475968506069e-84,-0.645321611211512,0.733,0.912,2.30641148073997e-80
"1695","Rpl35",1.13076497614727e-84,-0.272175431982776,0.966,0.991,2.49627676134271e-80
"1696","Ifi44",1.22382935543453e-84,0.368169615603003,0.118,0.006,2.70172568505728e-80
"1697","Fbxl7",1.30280238290512e-84,0.418545780683966,0.259,0.219,2.87606654050134e-80
"1698","Tm4sf1",3.44110250274304e-84,0.799169142824514,0.852,0.836,7.59657788505553e-80
"1699","Cotl1",6.8493408131853e-84,0.280424641497534,0.178,0.122,1.51206047791879e-79
"1700","Chst15",8.46837677163382e-84,0.362154360530261,0.157,0.061,1.86947885610588e-79
"1701","Hif1a",1.28582109540757e-83,0.426262204713467,0.865,0.892,2.83857865022176e-79
"1702","Srgn",1.6589659885636e-83,0.615543335253048,0.242,0.142,3.662333316353e-79
"1703","Ikzf4",1.96317367474356e-83,0.350114926558007,0.21,0.134,4.33390220436388e-79
"1704","Myl12a",2.271184206917e-83,-0.297368603012899,0.794,0.952,5.01386625518996e-79
"1705","Etf1",3.83585432743294e-83,0.347861560040852,0.873,0.892,8.46803201324095e-79
"1706","Trf",4.15101766304505e-83,0.593057109045176,0.291,0.278,9.16378659293825e-79
"1707","Ier3",4.73810552854581e-83,0.701531035508531,0.857,0.839,1.04598417648177e-78
"1708","Ripk2",5.35810562398712e-83,0.27892905454765,0.16,0.117,1.1828553975514e-78
"1709","Mitd1",1.25201265057163e-82,0.279970010875947,0.177,0.13,2.76394312740192e-78
"1710","Trim12c",1.31940605474621e-82,0.354722952549059,0.188,0.093,2.91272080645774e-78
"1711","Oasl1",1.3468697912791e-82,0.340081377772352,0.102,0.002,2.97334975122775e-78
"1712","Col4a5",1.36358407035064e-82,0.390830757926035,0.14,0.023,3.01024819370607e-78
"1713","Tinf2",5.50579228062558e-82,0.270669512085104,0.144,0.083,1.2154587038709e-77
"1714","Il33",9.48294352850253e-82,0.786733841900625,0.111,0.005,2.09345461335222e-77
"1715","Slc7a11",1.04618639596025e-81,0.654812333648668,0.168,0.058,2.30956108772184e-77
"1716","Rpl9",1.05937521430212e-81,0.318476482398993,0.998,0.996,2.33867672309337e-77
"1717","Nr4a3",1.76110682619074e-81,0.375594689417447,0.4,0.464,3.88781942949868e-77
"1718","Chst11",2.16766803126322e-81,0.356169895197873,0.198,0.133,4.78534394581669e-77
"1719","Il1rl2",2.17694927924268e-81,0.288631809290497,0.133,0.084,4.80583322885614e-77
"1720","Khdrbs3",4.82107457170459e-81,0.293950155518235,0.154,0.107,1.0643004224495e-76
"1721","Hmgcs1",1.28267286108883e-80,0.280697500879532,0.252,0.284,2.83162860813971e-76
"1722","Prg4",2.15715829249173e-80,-0.459497342377423,0.03,0.148,4.76214264650474e-76
"1723","Ly6a",2.2598125856501e-80,0.667383260314043,0.25,0.103,4.98876226408115e-76
"1724","Cdc42ep2",4.57145260093732e-80,0.389558835399171,0.143,0.047,1.00919387618292e-75
"1725","Rpl4",6.6842007750515e-80,-0.274923548482877,0.846,0.968,1.47560416310037e-75
"1726","Plk2",9.32992823514663e-80,-0.296591515776602,0.266,0.474,2.05967495719097e-75
"1727","Itgb3",1.67451425619836e-79,0.334737170444019,0.157,0.065,3.6966576719835e-75
"1728","Nmi",2.26086658863485e-79,0.259716609876095,0.144,0.084,4.99108908107029e-75
"1729","Btg2",3.14077246154301e-79,0.761003488413217,0.548,0.508,6.93356928610236e-75
"1730","Tpbg",4.69443824424656e-79,0.430884961185811,0.445,0.434,1.03634418679987e-74
"1731","Ramp2",6.03939415429346e-79,0.287848359003856,0.488,0.528,1.33325665350183e-74
"1732","F11r",1.00159627391629e-78,0.311662082005748,0.182,0.099,2.2111239342976e-74
"1733","Plscr1",1.88160915327919e-78,0.528287317209789,0.243,0.138,4.15384036677914e-74
"1734","Sema6d",2.20221848970596e-78,0.409731106254246,0.137,0.048,4.86161753787488e-74
"1735","Gm12840",1.04069256382974e-77,1.09975240478352,0.126,0.022,2.29743290391053e-73
"1736","Gdf15",6.34094483130315e-77,0.558764440917495,0.145,0.032,1.39982698095848e-72
"1737","Lmna",7.78311540455253e-77,-0.428745812965777,0.947,0.979,1.71820055670902e-72
"1738","Rnf125",9.06501351813807e-77,0.346073254197938,0.174,0.103,2.00119238426416e-72
"1739","Sned1",2.81315958181577e-76,0.327838602319149,0.164,0.075,6.21033109281649e-72
"1740","mt-Nd5",3.28276322823604e-76,-0.282860355672379,0.85,0.972,7.24702810265389e-72
"1741","Eln",5.20855486422651e-76,-0.505643496394614,0.157,0.351,1.14984057182665e-71
"1742","Batf",5.9693892697449e-76,0.36036663034719,0.156,0.051,1.31780237518888e-71
"1743","Socs1",6.82897686762452e-76,0.306196289407868,0.305,0.358,1.50756493329679e-71
"1744","Fabp5",2.02708819587869e-75,0.540990685065211,0.24,0.171,4.47499990122179e-71
"1745","H19",1.61265844802911e-74,-0.419001176304036,0.021,0.127,3.56010478986906e-70
"1746","Rarres2",2.27531150862675e-74,0.280302355683675,0.924,0.948,5.02297768644441e-70
"1747","Fam181b",6.16025828375695e-74,0.377799654294869,0.125,0.024,1.35993861872218e-69
"1748","Eif2s2",1.17519295015841e-73,0.398031673752225,0.941,0.965,2.59435595676971e-69
"1749","Gas7",1.26826538500392e-73,0.267509963363804,0.173,0.126,2.79982266393465e-69
"1750","Egr1",1.42326411456713e-73,0.47539710199719,0.681,0.685,3.1419978593184e-69
"1751","Angpt1",2.39166730773682e-73,0.506108802470234,0.67,0.661,5.27984474855981e-69
"1752","Slc15a2",5.26036033274566e-73,0.295948731646981,0.131,0.036,1.16127714705693e-68
"1753","Col14a1",6.44109613461557e-73,-0.784638308602413,0.471,0.67,1.42193638267773e-68
"1754","Elovl6",1.01610935103146e-72,0.369538398085861,0.161,0.057,2.24316300333704e-68
"1755","Stmn1",1.26429453360414e-72,0.323691933585487,0.183,0.114,2.7910566123845e-68
"1756","Il1r2",1.66033737279787e-72,0.329066716494273,0.108,0.012,3.66536078418858e-68
"1757","Ptch1",1.80448846748249e-72,0.29619873953124,0.187,0.173,3.98358874081434e-68
"1758","Aoc3",1.91963560064335e-72,0.273752303644237,0.134,0.032,4.23778755198025e-68
"1759","Bcl2l11",2.08030903151882e-72,0.30712843540349,0.204,0.188,4.59249021798094e-68
"1760","Lag3",2.08960655102546e-72,0.27697518914316,0.13,0.065,4.6130154220438e-68
"1761","Filip1l",3.92794791662725e-72,0.360937337080519,0.115,0.014,8.67133782074631e-68
"1762","Zfp503",6.47374626162101e-72,0.297593419154119,0.301,0.306,1.42914422471545e-67
"1763","Sox11",9.06455412187401e-72,0.446904706959984,0.148,0.036,2.00109096794491e-67
"1764","Fam111a",2.58276172135567e-71,0.573198348970837,0.262,0.202,5.70170477606477e-67
"1765","Ccdc71l",4.71873641796754e-71,0.290699603423723,0.187,0.175,1.04170825163051e-66
"1766","Sema3d",4.92596811200587e-71,0.357538459286536,0.202,0.094,1.08745672040642e-66
"1767","Gpr4",7.16715825466341e-71,0.269601192651669,0.149,0.081,1.58222185629949e-66
"1768","Pmvk",1.51522780895137e-70,0.310582099810621,0.156,0.114,3.34501691104104e-66
"1769","Vim",1.77863232981767e-70,-0.505408879268775,0.967,0.984,3.92650873130549e-66
"1770","Ifi203",2.97479026167135e-70,0.948443213127574,0.13,0.031,6.56714698166566e-66
"1771","Tspan7",3.91402063379947e-70,0.301146604418806,0.162,0.099,8.6405919511757e-66
"1772","Ccrl2",6.11852306794145e-69,0.421193885402123,0.133,0.037,1.35072515247875e-64
"1773","Gnas",7.79822391274829e-69,0.299295585146003,0.998,0.998,1.72153591097831e-64
"1774","Fgl2",1.25344954966695e-68,0.894664644584327,0.361,0.21,2.76711522584476e-64
"1775","Camp",1.65808383104864e-68,0.761079112776582,0.266,0.185,3.66038586542297e-64
"1776","Pwwp3b",2.48752024203166e-68,0.425085061875843,0.213,0.182,5.4914496863091e-64
"1777","Hpcal1",6.17120984609272e-68,0.291709044700796,0.156,0.091,1.36235628562343e-63
"1778","Il11",1.8065735435343e-67,0.933348608877418,0.196,0.173,3.98819175470633e-63
"1779","Chchd10",2.47103915209544e-67,0.431733286662144,0.165,0.058,5.45506603216589e-63
"1780","Rnf122",3.03862125031732e-67,0.255975733114287,0.125,0.057,6.7080602722005e-63
"1781","Arap2",4.81030334993015e-67,0.336303926777309,0.161,0.063,1.06192256753058e-62
"1782","Slc39a8",7.51509532131914e-67,0.309361244510559,0.172,0.1,1.65903244313441e-62
"1783","Resf1",2.57257760993855e-66,0.311641362690615,0.22,0.225,5.67922233170035e-62
"1784","Csrp2",5.99766172075342e-66,0.341499165172528,0.684,0.725,1.32404380147353e-61
"1785","Steap1",1.42894008288545e-65,0.284193723593817,0.118,0.058,3.15452812697792e-61
"1786","Rnasel",1.72156156258431e-65,0.28764164278656,0.127,0.067,3.80051930556112e-61
"1787","Arhgap28",6.73479759191245e-65,0.285914335794342,0.163,0.107,1.48677391639059e-60
"1788","Pcdh7",6.7884835552214e-65,0.325215680278061,0.296,0.303,1.49862562965068e-60
"1789","B3gnt5",7.6459498107718e-65,0.318232759605324,0.147,0.049,1.68791988022598e-60
"1790","Cish",1.38145184666665e-64,0.26016904157499,0.182,0.126,3.04969309670129e-60
"1791","AW011738",3.5334303833268e-64,0.296825177348415,0.113,0.033,7.80040091423224e-60
"1792","Lmo7",7.84097386953983e-64,0.251231304547004,0.111,0.07,1.73097339143961e-59
"1793","Hmox1",1.31168838024379e-63,-0.710102440913456,0.715,0.847,2.89568326822619e-59
"1794","Gbp10",2.979379871841e-63,0.272813129111171,0.109,0.019,6.57727900507619e-59
"1795","Lars2",3.39961522491212e-63,-0.499125135926302,0.838,0.961,7.50499057051599e-59
"1796","Tppp3",7.37350201998952e-63,0.391373175794592,0.192,0.142,1.62777430593289e-58
"1797","Pdk4",2.03593733770137e-62,0.317833298174147,0.101,0.011,4.49453526670954e-58
"1798","Fos",4.76002174192592e-62,-0.250033737412441,0.589,0.394,1.05082239974757e-57
"1799","Lgi2",8.34279170677387e-62,0.258384280328291,0.197,0.166,1.8417546971874e-57
"1800","Slc43a3",1.03441704664156e-61,0.314127628190147,0.128,0.051,2.28357907216592e-57
"1801","Nabp1",1.93727123796853e-61,0.253170554406598,0.122,0.058,4.27671998493933e-57
"1802","Ogfrl1",2.00536811828934e-61,0.482538207187144,0.138,0.069,4.42705065793554e-57
"1803","Kcne4",2.09586471267404e-61,0.418316662695591,0.398,0.406,4.6268309396992e-57
"1804","C4b",9.56038462645122e-61,0.454649236945585,0.157,0.042,2.11055051013537e-56
"1805","Jun",8.67948582682006e-60,-0.334658050355976,0.541,0.736,1.9160832911288e-55
"1806","mt-Nd4l",8.68023077171333e-60,-0.322807195569849,0.954,0.986,1.91624774516343e-55
"1807","Ftl1",1.1526478961387e-59,0.492517076615232,0.994,0.995,2.54458549551579e-55
"1808","Mgp",1.8208892069428e-59,-0.288826790302799,0.973,0.999,4.01979501324693e-55
"1809","Ano1",2.54743013376602e-59,0.283600368154149,0.181,0.107,5.62370676330187e-55
"1810","Hspa8",1.42903842684294e-58,-0.293475923910274,0.936,0.991,3.15474523109848e-54
"1811","Pde1a",2.23614241064787e-58,0.286368226932242,0.104,0.028,4.93650798574624e-54
"1812","Ephb1",6.11322659482945e-58,0.324467924229732,0.123,0.034,1.34955590307455e-53
"1813","Rbp4",1.5955643219526e-57,0.527210373241049,0.116,0.033,3.52236779714257e-53
"1814","Rps19",3.12358408913185e-57,0.306620076439234,0.995,0.996,6.89562423516747e-53
"1815","Slfn2",3.23287989452432e-57,0.337923568627143,0.106,0.017,7.13690565515189e-53
"1816","Dusp14",1.31113675259493e-56,0.325843069678173,0.125,0.079,2.89446549502856e-52
"1817","Actb",3.76885243369758e-56,0.35695292953806,0.993,0.992,8.32011863263077e-52
"1818","Igfbp4",3.33998746509909e-55,0.457679955275881,0.964,0.978,7.37335632795275e-51
"1819","Gng5",1.37322336512886e-54,0.320951723847986,0.965,0.983,3.03152790085847e-50
"1820","Gm10076",8.9525101230237e-54,-0.253908749222013,0.958,0.989,1.97635613475871e-49
"1821","Ctsl",1.25700058532715e-53,-0.271473596611255,0.988,0.998,2.77495449216822e-49
"1822","Gm49708",1.8743160514432e-53,0.298296863097088,0.146,0.077,4.13774011516601e-49
"1823","Tnfsf9",2.33378276664729e-53,0.434062896600193,0.145,0.053,5.15205883565057e-49
"1824","Gadd45b",3.16707066092012e-53,0.393115866708821,0.824,0.85,6.99162519104726e-49
"1825","Sox4",3.80990430205767e-53,0.54404025382194,0.365,0.34,8.4107447372225e-49
"1826","Actg1",9.71480612303503e-53,0.405803176774886,0.963,0.991,2.14464059972121e-48
"1827","Spp1",9.89901211264654e-53,1.38328345350116,0.223,0.214,2.18530591398785e-48
"1828","Neto2",1.10708414405639e-52,0.26674640849439,0.115,0.053,2.44399895641889e-48
"1829","Id4",1.73558644529096e-52,0.319445972346155,0.145,0.095,3.83148063662433e-48
"1830","Rasgef1b",3.81176008370668e-52,0.255403528090731,0.142,0.098,8.41484156079087e-48
"1831","Chchd2",6.61278682622879e-52,0.339942802712044,0.983,0.986,1.45983881975827e-47
"1832","Cfb",2.61487459492467e-51,-0.317338164863936,0.091,0.22,5.7725971557557e-47
"1833","Tfap2b",4.25511227168393e-51,0.326110329250282,0.131,0.045,9.39358585096944e-47
"1834","Ier5l",5.96558656367803e-51,0.419108186926965,0.185,0.109,1.31696288979756e-46
"1835","Ctsc",4.48976537726153e-50,0.853813445890589,0.344,0.254,9.91160604684256e-46
"1836","Klf9",4.51776725481917e-50,0.256447665408381,0.901,0.952,9.9734229917388e-46
"1837","Parp1",1.22888090096697e-49,0.254023007380959,0.114,0.127,2.71287747697467e-45
"1838","Avpr1a",2.67025679420611e-49,0.355648986728354,0.182,0.12,5.89485889888941e-45
"1839","Maff",2.39032922267303e-48,0.386374352798516,0.805,0.822,5.27689079197299e-44
"1840","Ndnf",4.33335303243968e-48,0.283794026549262,0.154,0.157,9.56631015441384e-44
"1841","Zfp36",5.84465888133043e-48,0.642202815866379,0.463,0.389,1.29026689464251e-43
"1842","Enc1",1.17202489107102e-47,0.27827776748747,0.138,0.109,2.58736214952838e-43
"1843","Mat2a",2.15755075111192e-47,0.416745464281602,0.941,0.934,4.76300903815466e-43
"1844","Gfra1",1.10215705996668e-46,0.375079400584681,0.19,0.118,2.43312192558244e-42
"1845","Dnajb1",2.03131894671526e-46,-0.299453891253259,0.494,0.65,4.48433970676862e-42
